"TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
8.49433389727015,1,0,1,0,1,39,0,1,16,12054,0,28,15760,4,1738,2,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.54616929965275,0,0,1,0,0,60,0,3,18,78936,235670,40,20350,6,0,0,0,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.71391062849392,0,0,0,0,0,42,0,0,12,136344,0,45,13160,1,0,0,0,17,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
8.26719218593215,0,0,0,0,0,39,0,0,12,32936,169721,12,1500,6,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.88570539124302,1,1,0,1,1,45,0,3,0,0,0,36,16510,4,17445,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8.80881748310064,0,0,1,0,0,53,0,0,15,84345,264549,36,9930,4,0,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8.38480400337049,0,1,0,0,0,42,0,0,10,43174,208811,48,10020,13,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.50988306115491,0,0,0,1,1,31,0,2,14,30653,0,41,12930,13,35666,2,0,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8.81224801819743,3,0,1,0,0,36,0,4,0,0,0,54,1500,4,0,0,5,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.8887671520679,0,1,0,1,1,36,0,3,11,49703,253132,37,42550,1,35879,1,0,20,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.35631996582815,0,0,1,0,0,53,0,0,13,25289,108139,31,13850,1,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8.36100710822691,0,0,1,0,0,31,0,3,14,26112,117229,58,14030,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9.88313870551011,0,0,0,0,0,58,0,0,12,131560,289522,40,14870,1,0,0,2,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7.91498300584839,1,0,0,1,0,59,0,1,12,119382,0,26,24130,13,0,0,0,16,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.04403289727469,0,1,1,0,0,57,0,0,14,8212,0,5,7200,4,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.44634145044429,1,1,0,1,1,39,0,2,15,61370,0,6,21770,6,35577,3,0,12,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8.56769617358934,0,0,0,0,0,54,0,0,11,44782,148676,83,30260,3,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.23456499326713,2,1,1,0,1,45,0,2,12,30085,128194,44,7200,4,0,0,3,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8.38096962552599,0,1,0,0,0,44,0,0,8,32317,0,68,22450,7,3738,1,8,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.61667646990119,0,1,1,0,0,47,0,0,12,21282,0,40,18150,1,6544,1,3,10,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.90794254651386,0,0,1,0,0,64,0,0,13,61521,248878,41,7650,1,0,0,8,9,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
7.06046612234218,0,1,0,1,0,34,0,1,9,105554,229868,75,5300,4,7504,2,2,20,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7.76726399675731,1,1,0,1,0,42,0,1,3,69290,0,30,23900,4,1052,2,1,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.72290570100077,0,0,0,1,0,45,0,2,8,2954,0,21,3100,9,10099,2,4,5,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
6.97073007814353,0,0,1,0,0,54,0,0,13,88668,316419,63,20090,4,10520,2,1,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.53208180390999,0,0,1,0,1,50,0,0,13,2657,109134,63,10480,13,20452,2,2,11,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6.52209279817015,0,0,0,0,0,57,0,0,12,44316,0,19,11650,4,10231,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.73499619402278,1,0,0,1,0,42,0,2,12,68090,169854,45,11750,1,9261,1,3,12,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8.73149779406324,0,0,0,1,0,45,0,2,4,25032,0,34,6100,1,5771,1,5,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8.48920515487607,0,1,1,0,0,54,0,0,12,52078,194227,51,23250,1,5039,1,4,18,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.18764899316677,0,0,0,1,0,25,0,1,9,51544,187871,44,20630,1,7767,2,8,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8.13681086367554,0,0,0,1,0,29,0,1,8,73842,0,25,22340,1,4769,1,4,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8.39457347786833,1,1,0,1,1,45,0,2,0,0,0,33,6000,1,41818,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.75276480885133,0,0,1,0,0,41,0,1,13,109957,260749,50,29470,6,0,0,1,18,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
8.45531778769815,0,1,1,0,0,38,0,0,14,10486,66515,33,6350,1,5702,1,4,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.83637393092739,0,0,1,0,1,62,0,0,12,33713,171810,26,23470,4,41913,3,0,15,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8.49187538343195,0,1,1,0,0,45,0,3,14,94325,301739,55,6960,1,0,0,2,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9.75789848105328,0,1,1,0,0,64,0,0,9,38020,156824,11,28710,7,0,0,0,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.59322787769223,0,0,0,1,1,32,0,2,9,60050,212562,31,11480,1,17493,4,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.5213843960347,2,0,0,1,0,39,0,2,11,104421,0,16,22920,1,0,0,0,10,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8.05484022110102,0,1,1,0,0,35,0,0,7,62036,154297,5,16370,4,3913,2,7,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.1892445257359,0,0,1,0,0,64,0,0,15,40528,208306,54,11950,7,5137,1,6,6,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
7.83042561782033,1,1,1,0,1,39,0,2,13,52950,187514,6,10210,1,0,0,0,10,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.08917567883756,0,0,0,1,0,40,0,1,12,39600,193495,37,5460,1,4188,2,5,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8.03430693633949,0,0,0,1,0,43,0,1,0,0,86118,41,14240,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8.18674278711352,0,0,1,0,0,55,0,0,0,0,68500,11,8560,6,3769,2,5,14,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6.12590007832912,0,1,1,0,0,54,0,0,12,10617,0,14,7960,10,1079,2,2,9,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.72306850116393,0,1,0,0,0,46,0,0,8,140766,375813,41,29220,13,0,0,1,13,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.41715183723601,0,0,1,0,0,26,0,1,0,0,0,10,4100,1,11279,3,5,6,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
8.40737832540903,0,1,1,0,1,43,0,2,11,46224,173103,45,11510,13,0,0,0,10,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.47647238116391,0,1,0,0,0,46,0,0,7,31177,150102,41,25420,9,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10.6004202332408,0,1,0,0,1,58,0,0,11,51870,0,36,24520,4,0,0,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.12044437239249,0,0,0,0,0,41,0,0,14,99959,268154,13,18850,6,0,0,1,11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7.96415571884094,0,1,0,0,0,37,0,0,7,61790,0,32,15150,4,0,0,0,7,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
7.40853056689463,1,0,0,1,0,37,0,2,0,0,0,18,1500,3,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9.60465116159819,0,1,1,0,1,49,0,0,13,28592,183206,31,9260,1,39892,3,6,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7.49331724886215,0,0,1,0,1,42,0,2,13,64766,263986,20,11840,18,44414,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8.30819906320645,1,0,1,0,0,37,0,2,11,62426,209548,20,11440,13,981,1,0,12,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8.5519810169019,0,1,0,1,0,25,0,1,12,40095,0,38,22720,3,1992,2,6,9,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8.57300625623545,1,0,1,0,0,40,0,2,7,52423,150723,30,7420,6,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
7.27517231945277,0,1,0,1,0,32,0,1,12,76985,0,37,19500,7,6762,1,4,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.00903068506973,0,0,1,0,0,54,0,0,9,62215,244460,30,21840,1,6600,2,3,5,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8.27969713387763,0,1,1,0,0,49,0,0,8,37356,133175,63,6400,1,7993,1,7,6,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.74759683869289,0,1,1,0,0,42,0,0,13,28341,124838,45,8530,4,3710,3,7,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8.52734152246805,0,1,1,0,0,48,0,0,6,52275,169104,57,14060,1,3868,1,3,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.73953642255968,0,0,0,0,0,21,1,0,5,40022,0,67,9360,6,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
7.96276393016811,0,0,0,0,0,40,0,0,5,57063,0,46,16250,10,0,0,0,19,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.20563517641036,0,1,0,0,1,32,0,0,12,52469,0,21,4700,4,0,0,1,9,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.51659301134421,1,0,1,0,0,72,0,2,18,27625,162415,32,18960,6,8571,1,8,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
9.06670092177457,2,0,1,0,1,36,0,3,13,28326,145411,37,26280,7,39535,3,2,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8.69148257651293,0,0,1,0,1,63,0,0,15,26921,140455,19,14360,1,30288,1,2,11,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8.56636423542269,0,0,1,0,0,45,0,3,12,13891,64530,47,7390,1,1546,2,4,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.60153433984999,0,1,1,0,0,35,0,0,13,64488,220556,37,21820,1,1144,3,5,7,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.95144010094985,0,0,1,0,1,33,0,2,9,31675,159621,25,9130,7,32882,1,6,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
9.02268461359153,1,0,1,0,0,39,0,2,7,66367,166284,35,5560,1,2949,2,3,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
7.76344638872736,0,0,1,0,0,56,0,2,17,29524,198107,52,14250,14,0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8.60465446718623,1,0,0,1,1,57,0,2,15,34116,0,25,10610,10,34041,3,1,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8.49658223751211,0,0,0,0,0,33,0,0,11,249,0,30,10590,11,0,0,1,11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.30548401772769,2,0,0,1,0,41,0,3,10,24862,0,26,7790,1,1055,4,2,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
7.94165125293056,0,0,1,0,0,50,0,0,0,0,113870,12,6500,6,0,0,0,10,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8.52714352226941,0,0,1,0,0,41,0,3,11,27069,159061,35,9170,6,0,0,0,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.2380082492184,0,1,1,0,0,57,0,0,15,25761,149672,57,11940,1,4792,1,8,11,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.14409846333852,0,1,1,0,0,42,0,0,11,49224,155963,29,27460,1,4546,3,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
10.7548835804872,0,1,1,0,0,43,0,0,13,22623,184773,15,8060,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.57967882309046,0,1,0,1,0,27,0,2,11,68493,217494,22,20180,1,0,0,0,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.4593388952203,0,0,0,1,0,33,0,1,11,25544,0,29,4050,1,3971,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
7.25315300139731,0,1,1,0,0,50,0,0,13,94589,276150,8,6500,11,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6.94312242281943,0,0,1,0,0,40,0,2,13,50537,193855,39,28960,1,1613,1,2,8,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.82864061741828,0,0,0,0,1,39,0,0,6,109732,0,51,12880,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7.51872170162969,0,0,1,0,0,27,0,4,13,50139,167990,22,9210,1,1271,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9.08227970190866,0,1,1,0,1,47,0,0,9,92543,236446,52,25250,6,30450,2,4,9,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.63692987301857,0,1,1,0,0,37,0,0,6,53895,161774,44,11250,17,0,0,0,11,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8.13563990335439,0,0,0,1,1,43,0,2,12,60973,0,56,5800,1,0,0,1,8,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8.87640491500694,0,0,0,0,0,36,0,0,10,85731,0,13,21660,10,4002,2,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10.1775242181265,0,1,1,0,1,47,0,0,0,0,0,35,11610,7,19545,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.65119947126397,1,0,0,1,0,42,0,2,11,14166,0,36,23280,6,0,0,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6.14204748078391,0,0,1,0,0,47,0,0,15,91221,263877,31,1500,4,5385,2,2,7,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8.52038808231276,0,1,0,0,1,44,0,0,10,146338,0,21,22620,1,37211,3,3,10,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.11790894238315,0,1,0,0,0,47,0,0,12,47235,205801,27,10920,4,9933,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.2211050981825,0,0,0,1,0,36,0,3,15,79457,213122,34,5100,1,0,0,1,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.29354951506035,0,0,0,0,1,58,0,0,14,37991,0,23,14000,4,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8.25686684897431,0,0,0,1,0,37,0,2,13,133335,0,15,21740,1,975,2,6,13,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8.43620522160985,0,1,1,0,1,38,0,2,14,58833,193644,41,17680,1,0,0,2,10,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9.1228302916147,0,0,0,0,0,40,0,0,9,5253,77463,23,23600,4,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.25035895147729,0,0,0,1,0,32,0,3,8,35457,193566,43,7080,4,0,0,0,11,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8.25426877009018,0,1,1,0,0,44,0,1,11,48374,215391,48,34640,1,0,0,0,8,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.86134179559999,0,0,0,0,0,27,0,0,8,48074,0,35,24340,1,4599,1,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.69134527279957,0,1,0,0,0,53,0,0,12,48587,0,61,19300,6,4390,3,3,6,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10.0048830064911,0,0,0,0,0,35,0,0,11,85430,0,14,13540,1,8062,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
11.0159715811933,0,0,0,0,0,48,0,0,11,81084,0,42,27360,1,2860,1,4,9,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.90285719128058,0,1,1,0,0,36,0,0,12,204373,488202,20,5100,6,3423,3,0,20,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.73151946277058,3,1,1,0,0,62,0,3,16,33995,136008,42,7700,4,8002,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8.39457347786833,0,1,1,0,1,55,0,0,10,39405,161357,28,10940,1,0,0,1,14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.19958271532322,0,0,0,0,0,46,0,0,13,57933,202659,7,16620,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.61153885147545,0,0,0,1,0,24,0,1,12,94566,239142,34,3900,1,0,0,2,16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59155827337154,0,0,0,0,0,55,0,0,13,104468,315515,5,21270,6,2622,1,2,20,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8.55448897615993,0,1,0,0,0,60,0,0,11,74061,290875,44,22780,4,8400,1,0,22,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.5387589693308,0,0,0,0,0,59,0,0,11,8213,0,61,8840,6,2479,3,6,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7.7931743471892,0,1,1,0,0,30,0,3,11,75891,222952,33,4500,4,3919,1,1,20,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.2217932891404,1,0,0,1,0,42,0,1,9,61995,0,52,36080,1,0,0,3,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.67624612127084,1,0,0,1,0,38,0,2,11,22938,0,38,14170,4,9785,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.28399930424853,0,0,0,0,0,32,0,0,10,16118,0,44,6380,1,7223,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7.11151211649616,0,0,0,0,0,41,0,0,10,50331,0,23,18870,4,5581,2,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.38981426208641,0,0,0,0,0,36,0,0,0,0,68436,62,2680,6,0,0,0,21,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8.65207367361006,0,0,1,0,1,54,0,0,8,55742,186013,52,15810,10,9718,3,2,9,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
