"TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","AGE_RANGE_16_19_YRS","AGE_RANGE_20_29_YRS","AGE_RANGE_30_39_YRS","AGE_RANGE_40_49_YRS","AGE_RANGE_50_59_YRS","AGE_RANGE_60_69_YRS","AGE_RANGE_70_YRS_PLUS","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","CAR_AGE_RANGE_1_YR","CAR_AGE_RANGE_2_3_YRS","CAR_AGE_RANGE_3_5_YRS","CAR_AGE_RANGE_5_10_YRS","CAR_AGE_RANGE_10_YRS_PLUS","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","EDU_COLLEGE","EDU_ADV_DEGREE","VEHICLE_USE_COMMERCIAL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
8.83302530728436,-Inf,-Inf,0,-Inf,-Inf,3.3322045101752,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.56494935746154,10.6936933834345,12.0470651906416,3.36729582998647,9.07222706984655,1.79175946922805,9.09773142759353,0.693147180559945,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
8.1961611392829,-Inf,0,0,-Inf,-Inf,3.76120011569356,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.56494935746154,10.5244403135476,12.3439981200213,3.95124371858143,10.1871616035904,0,-Inf,-Inf,1.09861228866811,0,0,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.87120101090789,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.63905732961526,11.4749535717167,12.5528628964615,3.58351893845611,9.31739944426959,1.79175946922805,9.01796847932873,0,1.6094379124341,2.63905732961526,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.85014760171006,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.39789527279837,10.74248678868,-Inf,3.36729582998647,9.88837391472608,2.30258509299405,-Inf,-Inf,0,1.6094379124341,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,0.693147180559945,-Inf,0,-Inf,-Inf,3.78418963391826,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,-Inf,-Inf,11.3186608732064,2.07944154167984,8.68270762989381,1.79175946922805,8.11312710422178,1.09861228866811,-Inf,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.49650756146648,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.56494935746154,11.2848447458762,12.3281221225241,3.29583686600433,9.73091828718485,2.19722457733622,-Inf,-Inf,0.693147180559945,2.70805020110221,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
8.40871671508015,-Inf,-Inf,0,-Inf,-Inf,3.46573590279973,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.19722457733622,10.3505743353351,11.6797949172053,3.25809653802148,9.21333588095598,0,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,0,0,0,-Inf,-Inf,3.78418963391826,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.83321334405622,10.7252038338908,12.2985515483224,2.77258872223978,10.0028802964142,2.83321334405622,-Inf,-Inf,-Inf,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.55534806148941,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.07944154167984,11.1870983672721,-Inf,3.25809653802148,9.41082923272559,1.79175946922805,-Inf,-Inf,1.09861228866811,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,0,3.68887945411394,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,-Inf,-Inf,11.5006200631131,2.70805020110221,9.55605547567857,1.79175946922805,10.5486779715502,0.693147180559945,1.38629436111989,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.89182029811063,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.6094379124341,10.8045428117675,12.004225703005,3.40119738166216,9.67281573480113,0,-Inf,-Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.95124371858143,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.07944154167984,10.8450170892739,12.3473117572229,3.61091791264422,7.3132203870903,1.38629436111989,-Inf,-Inf,0,2.30258509299405,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
-Inf,-Inf,0,-Inf,-Inf,-Inf,3.71357206670431,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.94591014905531,11.4386544025949,12.5641421166637,2.484906649788,10.1585172927127,1.79175946922805,7.26612877955645,0.693147180559945,1.6094379124341,2.70805020110221,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.66356164612965,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.30258509299405,10.4654149523512,12.2201678399027,3.63758615972639,9.7195647143752,1.38629436111989,-Inf,-Inf,-Inf,2.56494935746154,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,4.02535169073515,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,11.0639315773022,4.17438726989564,9.48948611340568,0,-Inf,-Inf,-Inf,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.89182029811063,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.484906649788,11.653069942865,12.6506943621729,2.89037175789616,9.79255599182885,0,-Inf,-Inf,-Inf,2.63905732961526,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.63758615972639,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.39789527279837,10.5388467093287,11.840955019379,3.85014760171006,9.39930647148881,0,-Inf,-Inf,0.693147180559945,2.19722457733622,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.76120011569356,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.83321334405622,11.8869205456089,12.9451129407182,3.63758615972639,10.2904491890797,1.79175946922805,-Inf,-Inf,-Inf,2.70805020110221,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,4.14313472639153,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,2.70805020110221,11.7068296830072,12.7466803475806,2.30258509299405,9.69707820021308,0,-Inf,-Inf,-Inf,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.95124371858143,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,11.3842394573422,3.87120101090789,9.13561682578025,0,-Inf,-Inf,0,1.79175946922805,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.55534806148941,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.94591014905531,9.58245550040279,-Inf,3.09104245335832,8.77183540978982,0,-Inf,-Inf,-Inf,1.94591014905531,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.76120011569356,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.56494935746154,11.2297399345703,12.5082306837724,3.68887945411394,10.046721720622,0,-Inf,-Inf,-Inf,2.07944154167984,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.71357206670431,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.30258509299405,10.3973907971062,-Inf,3.78418963391826,9.90946962421368,1.38629436111989,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.68887945411394,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.39789527279837,10.9590879506109,12.135746743095,1.6094379124341,10.2843183796859,1.38629436111989,-Inf,-Inf,0,1.6094379124341,-Inf,-Inf,-Inf,0,-Inf,0,0,0,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.43398720448515,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.484906649788,10.1856544442998,11.9479040668502,4.12713438504509,8.43381158247719,1.79175946922805,-Inf,-Inf,0.693147180559945,1.6094379124341,-Inf,-Inf,-Inf,0,-Inf,0,0,0,0,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.85014760171006,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.07944154167984,9.8224943933266,-Inf,3.55534806148941,9.87560234904659,1.79175946922805,8.00001409367807,0.693147180559945,1.6094379124341,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.97029191355212,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.56494935746154,11.5830017493534,12.7475244628379,3.58351893845611,10.2829508581053,2.30258509299405,-Inf,-Inf,-Inf,2.70805020110221,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.66356164612965,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.09861228866811,1.94591014905531,10.4354678303745,12.1193321409422,3.49650756146648,8.3039999709552,1.79175946922805,-Inf,-Inf,-Inf,1.6094379124341,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.49650756146648,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.09861228866811,2.63905732961526,10.3848019729277,11.937500149813,3.68887945411394,9.41491253770496,2.89037175789616,-Inf,-Inf,1.09861228866811,0,0,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,-Inf,-Inf,-Inf,4.07753744390572,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,1.6094379124341,11.5784790957097,12.6969353291506,2.30258509299405,10.3713012857088,0,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
